Id,Prediction
fjsj0_sx314_233,ih
fjsj0_sx314_234,ih
fjsj0_sx314_235,ih
fjsj0_sx314_236,sil
fjsj0_sx314_237,ih
fjsj0_sx314_238,ih
fjsj0_sx314_239,ih
fjsj0_sx314_240,ih
fjsj0_sx314_241,ih
fjsj0_sx314_242,ih
fjsj0_sx314_243,ih
fjsj0_sx314_244,ih
fjsj0_sx314_245,ih
fjsj0_sx314_246,ih
fjsj0_sx314_247,ih
fjsj0_sx314_248,ih
fjsj0_sx314_249,w
fjsj0_sx314_250,ih
fjsj0_sx314_251,ih
fjsj0_sx314_252,ih
fjsj0_sx314_253,ih
fjsj0_sx314_254,ih
fjsj0_sx314_255,ih
fjsj0_sx314_256,ih
fjsj0_sx314_257,ih
fjsj0_sx314_258,ih
fjsj0_sx314_259,ih
fjsj0_sx314_260,ih
fjsj0_sx314_261,ih
fjsj0_sx314_262,ih
fjsj0_sx314_263,ih
fjsj0_sx314_264,ih
fjsj0_sx314_265,ih
fjsj0_sx314_266,ih
fjsj0_sx314_267,aw
fjsj0_sx314_268,ih
fjsj0_sx314_269,ih
fjsj0_sx314_270,ih
fjsj0_sx314_271,ih
fjsj0_sx314_272,ih
fjsj0_sx314_273,ih
fjsj0_sx314_274,ih
fjsj0_sx314_275,s
fjsj0_sx314_276,s
fjsj0_sx314_277,ih
fjsj0_sx314_278,ih
fjsj0_sx314_279,ih
fjsj0_sx314_280,ih
fjsj0_sx314_281,ih
fjsj0_sx314_282,ih
fjsj0_sx314_283,ih
fjsj0_sx314_284,ih
fjsj0_sx314_285,ih
fjsj0_sx314_286,ih
fjsj0_sx314_287,ih
fjsj0_sx314_288,ih
fjsj0_sx314_289,ih
fjsj0_sx314_290,ih
fjsj0_sx314_291,ih
fjsj0_sx314_292,ih
fjsj0_sx314_293,ih
fjsj0_sx314_294,er
fjsj0_sx314_295,er
fjsj0_sx314_296,er
fjsj0_sx314_297,er
fjsj0_sx314_298,er
fjsj0_sx314_299,er
fjsj0_sx314_300,ih
fjsj0_sx314_301,m
fjsj0_sx314_302,m
fjsj0_sx314_303,s
fjsj0_sx314_304,aa
fjsj0_sx314_305,aa
fjsj0_sx314_306,aw
fjsj0_sx314_307,aa
fjsj0_sx314_308,m
fjsj0_sx314_309,sil
fjsj0_sx314_310,sil
fjsj0_sx314_311,sil
fjsj0_sx314_312,sil
fjsj0_sx314_313,sil
fjsj0_sx314_314,sil
fjsj0_sx314_315,sil
fjsj0_sx314_316,sil
fjsj0_sx314_317,sil
fjsj0_sx314_318,sil
fjsj0_sx404_1,sil
fjsj0_sx404_2,sil
fjsj0_sx404_3,sil
fjsj0_sx404_4,sil
fjsj0_sx404_5,sil
fjsj0_sx404_6,m
fjsj0_sx404_7,sil
fjsj0_sx404_8,sil
fjsj0_sx404_9,m
fjsj0_sx404_10,m
fjsj0_sx404_11,m
fjsj0_sx404_12,b
fjsj0_sx404_13,b
fjsj0_sx404_14,ih
fjsj0_sx404_15,ih
fjsj0_sx404_16,ih
fjsj0_sx404_17,ih
fjsj0_sx404_18,ih
fjsj0_sx404_19,ih
fjsj0_sx404_20,ih
fjsj0_sx404_21,ih
fjsj0_sx404_22,aa
fjsj0_sx404_23,aa
fjsj0_sx404_24,ih
fjsj0_sx404_25,ih
fjsj0_sx404_26,ih
fjsj0_sx404_27,ih
fjsj0_sx404_28,ih
fjsj0_sx404_29,ih
fjsj0_sx404_30,ih
fjsj0_sx404_31,n
fjsj0_sx404_32,n
fjsj0_sx404_33,sil
fjsj0_sx404_34,sil
fjsj0_sx404_35,sil
fjsj0_sx404_36,sil
fjsj0_sx404_37,sil
fjsj0_sx404_38,ih
fjsj0_sx404_39,ih
fjsj0_sx404_40,ih
fjsj0_sx404_41,ih
fjsj0_sx404_42,ih
fjsj0_sx404_43,ih
fjsj0_sx404_44,ih
fjsj0_sx404_45,ih
fjsj0_sx404_46,ih
fjsj0_sx404_47,ih
fjsj0_sx404_48,ih
fjsj0_sx404_49,ih
fjsj0_sx404_50,ih
fjsj0_sx404_51,ih
fjsj0_sx404_52,ih
fjsj0_sx404_53,ih
fjsj0_sx404_54,ih
fjsj0_sx404_55,ih
fjsj0_sx404_56,sil
fjsj0_sx404_57,sil
fjsj0_sx404_58,sil
fjsj0_sx404_59,sil
fjsj0_sx404_60,sil
fjsj0_sx404_61,p
fjsj0_sx404_62,ih
fjsj0_sx404_63,ih
fjsj0_sx404_64,ih
fjsj0_sx404_65,ae
fjsj0_sx404_66,aw
fjsj0_sx404_67,ae
fjsj0_sx404_68,ih
fjsj0_sx404_69,ae
fjsj0_sx404_70,ih
fjsj0_sx404_71,ih
fjsj0_sx404_72,ih
fjsj0_sx404_73,ih
fjsj0_sx404_74,ih
fjsj0_sx404_75,ih
fjsj0_sx404_76,ih
fjsj0_sx404_77,sil
fjsj0_sx404_78,sil
fjsj0_sx404_79,ih
fjsj0_sx404_80,ih
fjsj0_sx404_81,ih
fjsj0_sx404_82,aa
fjsj0_sx404_83,aw
fjsj0_sx404_84,aw
fjsj0_sx404_85,ih
fjsj0_sx404_86,ih
fjsj0_sx404_87,ih
fjsj0_sx404_88,ih
fjsj0_sx404_89,ih
fjsj0_sx404_90,ih
fjsj0_sx404_91,ih
fjsj0_sx404_92,ih
fjsj0_sx404_93,ih
fjsj0_sx404_94,ih
fjsj0_sx404_95,ih
fjsj0_sx404_96,ih
fjsj0_sx404_97,ih
fjsj0_sx404_98,ih
fjsj0_sx404_99,ih
fjsj0_sx404_100,ih
fjsj0_sx404_101,ih
fjsj0_sx404_102,ih
fjsj0_sx404_103,ih
fjsj0_sx404_104,ih
fjsj0_sx404_105,ih
fjsj0_sx404_106,ih
fjsj0_sx404_107,ih
fjsj0_sx404_108,ih
fjsj0_sx404_109,ih
fjsj0_sx404_110,ih
fjsj0_sx404_111,ih
fjsj0_sx404_112,ih
fjsj0_sx404_113,ih
fjsj0_sx404_114,ih
fjsj0_sx404_115,ih
fjsj0_sx404_116,ih
fjsj0_sx404_117,ih
fjsj0_sx404_118,ih
fjsj0_sx404_119,ih
fjsj0_sx404_120,ih
fjsj0_sx404_121,ih
fjsj0_sx404_122,ih
fjsj0_sx404_123,ih
fjsj0_sx404_124,ih
fjsj0_sx404_125,ih
fjsj0_sx404_126,s
fjsj0_sx404_127,s
fjsj0_sx404_128,s
fjsj0_sx404_129,s
fjsj0_sx404_130,s
fjsj0_sx404_131,s
fjsj0_sx404_132,s
fjsj0_sx404_133,s
fjsj0_sx404_134,ih
fjsj0_sx404_135,ih
fjsj0_sx404_136,ih
fjsj0_sx404_137,ih
fjsj0_sx404_138,ih
fjsj0_sx404_139,ih
fjsj0_sx404_140,ih
fjsj0_sx404_141,ih
fjsj0_sx404_142,ih
fjsj0_sx404_143,ih
fjsj0_sx404_144,ih
fjsj0_sx404_145,ih
fjsj0_sx404_146,ih
fjsj0_sx404_147,sil
fjsj0_sx404_148,sil
fjsj0_sx404_149,sil
fjsj0_sx404_150,sil
fjsj0_sx404_151,sil
fjsj0_sx404_152,b
fjsj0_sx404_153,b
fjsj0_sx404_154,ih
fjsj0_sx404_155,ih
fjsj0_sx404_156,ih
fjsj0_sx404_157,ih
fjsj0_sx404_158,ih
fjsj0_sx404_159,ih
fjsj0_sx404_160,ih
fjsj0_sx404_161,iy
fjsj0_sx404_162,iy
fjsj0_sx404_163,iy
fjsj0_sx404_164,sil
fjsj0_sx404_165,sil
fjsj0_sx404_166,sil
fjsj0_sx404_167,ih
fjsj0_sx404_168,sil
fjsj0_sx404_169,sil
fjsj0_sx404_170,sil
fjsj0_sx404_171,sil
fjsj0_sx404_172,sil
fjsj0_sx404_173,ih
fjsj0_sx404_174,ih
fjsj0_sx404_175,ih
fjsj0_sx404_176,ih
fjsj0_sx404_177,ih
fjsj0_sx404_178,ih
fjsj0_sx404_179,ih
fjsj0_sx404_180,ih
fjsj0_sx404_181,aw
fjsj0_sx404_182,aw
fjsj0_sx404_183,aw
fjsj0_sx404_184,ih
fjsj0_sx404_185,ih
fjsj0_sx404_186,aa
fjsj0_sx404_187,aa
fjsj0_sx404_188,ih
fjsj0_sx404_189,ih
fjsj0_sx404_190,ih
fjsj0_sx404_191,ih
fjsj0_sx404_192,ih
fjsj0_sx404_193,ih
fjsj0_sx404_194,ih
fjsj0_sx404_195,sil
fjsj0_sx404_196,sil
fjsj0_sx404_197,sil
fjsj0_sx404_198,ih
fjsj0_sx404_199,ih
fjsj0_sx404_200,ih
fjsj0_sx404_201,ih
fjsj0_sx404_202,ih
fjsj0_sx404_203,ih
fjsj0_sx404_204,ih
fjsj0_sx404_205,ih
fjsj0_sx404_206,aa
fjsj0_sx404_207,aa
fjsj0_sx404_208,aw
fjsj0_sx404_209,aw
fjsj0_sx404_210,aa
fjsj0_sx404_211,ih
fjsj0_sx404_212,aa
fjsj0_sx404_213,ih
fjsj0_sx404_214,aa
fjsj0_sx404_215,ih
fjsj0_sx404_216,ih
fjsj0_sx404_217,ih
fjsj0_sx404_218,ih
fjsj0_sx404_219,ih
fjsj0_sx404_220,ih
fjsj0_sx404_221,ih
fjsj0_sx404_222,ih
fjsj0_sx404_223,ih
fjsj0_sx404_224,ih
fjsj0_sx404_225,ih
fjsj0_sx404_226,ih
fjsj0_sx404_227,ih
fjsj0_sx404_228,ih
fjsj0_sx404_229,m
fjsj0_sx404_230,aw
fjsj0_sx404_231,aw
fjsj0_sx404_232,m
fjsj0_sx404_233,sil
fjsj0_sx404_234,sil
fjsj0_sx404_235,sil
fjsj0_sx404_236,sil
fjsj0_sx404_237,sil
fjsj0_sx404_238,sil
fjsj0_sx404_239,sil
fjsj0_sx44_1,sil
fjsj0_sx44_2,sil
fjsj0_sx44_3,sil
fjsj0_sx44_4,sil
fjsj0_sx44_5,sil
fjsj0_sx44_6,sil
fjsj0_sx44_7,sil
fjsj0_sx44_8,sil
fjsj0_sx44_9,sil
fjsj0_sx44_10,sil
fjsj0_sx44_11,sil
fjsj0_sx44_12,sil
fjsj0_sx44_13,b
fjsj0_sx44_14,ih
fjsj0_sx44_15,ih
fjsj0_sx44_16,ih
fjsj0_sx44_17,ih
fjsj0_sx44_18,ih
fjsj0_sx44_19,ih
fjsj0_sx44_20,ae
fjsj0_sx44_21,ae
fjsj0_sx44_22,ih
fjsj0_sx44_23,ae
fjsj0_sx44_24,ih
fjsj0_sx44_25,ih
fjsj0_sx44_26,ih
fjsj0_sx44_27,ih
fjsj0_sx44_28,s
fjsj0_sx44_29,s
fjsj0_sx44_30,s
fjsj0_sx44_31,s
fjsj0_sx44_32,s
fjsj0_sx44_33,s
fjsj0_sx44_34,s
fjsj0_sx44_35,s
fjsj0_sx44_36,s
fjsj0_sx44_37,s
fjsj0_sx44_38,ih
fjsj0_sx44_39,ih
fjsj0_sx44_40,ih
fjsj0_sx44_41,ih
fjsj0_sx44_42,sil
fjsj0_sx44_43,sil
fjsj0_sx44_44,sil
fjsj0_sx44_45,sil
fjsj0_sx44_46,b
fjsj0_sx44_47,ih
fjsj0_sx44_48,ih
fjsj0_sx44_49,ih
fjsj0_sx44_50,ih
fjsj0_sx44_51,ih
fjsj0_sx44_52,ih
fjsj0_sx44_53,ih
fjsj0_sx44_54,ih
fjsj0_sx44_55,aw
fjsj0_sx44_56,ih
fjsj0_sx44_57,ih
fjsj0_sx44_58,ih
fjsj0_sx44_59,ih
fjsj0_sx44_60,ih
fjsj0_sx44_61,ih
fjsj0_sx44_62,aw
fjsj0_sx44_63,sil
fjsj0_sx44_64,sil
fjsj0_sx44_65,sil
fjsj0_sx44_66,ih
fjsj0_sx44_67,ih
fjsj0_sx44_68,ih
fjsj0_sx44_69,ih
fjsj0_sx44_70,ih
fjsj0_sx44_71,sil
fjsj0_sx44_72,sil
fjsj0_sx44_73,sil
fjsj0_sx44_74,sil
fjsj0_sx44_75,sil
fjsj0_sx44_76,sil
fjsj0_sx44_77,sil
fjsj0_sx44_78,b
fjsj0_sx44_79,ih
fjsj0_sx44_80,ih
fjsj0_sx44_81,ih
fjsj0_sx44_82,ih
fjsj0_sx44_83,ih
fjsj0_sx44_84,ih
fjsj0_sx44_85,ih
fjsj0_sx44_86,ih
fjsj0_sx44_87,ih
fjsj0_sx44_88,ih
fjsj0_sx44_89,ih
fjsj0_sx44_90,ih
fjsj0_sx44_91,ih
fjsj0_sx44_92,ih
fjsj0_sx44_93,ih
fjsj0_sx44_94,ih
fjsj0_sx44_95,ih
fjsj0_sx44_96,ih
fjsj0_sx44_97,ih
fjsj0_sx44_98,ih
fjsj0_sx44_99,ih
fjsj0_sx44_100,ih
fjsj0_sx44_101,ih
fjsj0_sx44_102,ih
fjsj0_sx44_103,ih
fjsj0_sx44_104,ae
fjsj0_sx44_105,ae
fjsj0_sx44_106,ae
fjsj0_sx44_107,ih
fjsj0_sx44_108,ih
fjsj0_sx44_109,ih
fjsj0_sx44_110,ih
fjsj0_sx44_111,ih
fjsj0_sx44_112,ih
fjsj0_sx44_113,ih
fjsj0_sx44_114,ih
fjsj0_sx44_115,ih
fjsj0_sx44_116,ih
fjsj0_sx44_117,sil
fjsj0_sx44_118,sil
fjsj0_sx44_119,sil
fjsj0_sx44_120,ih
fjsj0_sx44_121,ih
fjsj0_sx44_122,ih
fjsj0_sx44_123,ih
fjsj0_sx44_124,ih
fjsj0_sx44_125,ih
fjsj0_sx44_126,ih
fjsj0_sx44_127,ih
fjsj0_sx44_128,ih
fjsj0_sx44_129,ih
fjsj0_sx44_130,ih
fjsj0_sx44_131,ih
fjsj0_sx44_132,ih
fjsj0_sx44_133,ih
fjsj0_sx44_134,ih
fjsj0_sx44_135,ae
fjsj0_sx44_136,ih
fjsj0_sx44_137,ae
fjsj0_sx44_138,ih
fjsj0_sx44_139,ih
fjsj0_sx44_140,ih
fjsj0_sx44_141,iy
fjsj0_sx44_142,iy
fjsj0_sx44_143,iy
fjsj0_sx44_144,iy
fjsj0_sx44_145,iy
fjsj0_sx44_146,iy
fjsj0_sx44_147,ih
fjsj0_sx44_148,ih
fjsj0_sx44_149,sil
fjsj0_sx44_150,sil
fjsj0_sx44_151,ih
fjsj0_sx44_152,ih
fjsj0_sx44_153,ih
fjsj0_sx44_154,s
fjsj0_sx44_155,s
fjsj0_sx44_156,s
fjsj0_sx44_157,s
fjsj0_sx44_158,s
fjsj0_sx44_159,s
fjsj0_sx44_160,s
fjsj0_sx44_161,s
fjsj0_sx44_162,s
fjsj0_sx44_163,s
fjsj0_sx44_164,s
fjsj0_sx44_165,s
fjsj0_sx44_166,s
fjsj0_sx44_167,s
fjsj0_sx44_168,sil
fjsj0_sx44_169,sil
fjsj0_sx44_170,sil
fjsj0_sx44_171,sil
fjsj0_sx44_172,sil
fjsj0_sx44_173,sil
fjsj0_sx44_174,sil
fjsj0_sx44_175,ih
fjsj0_sx44_176,ih
fjsj0_sx44_177,ih
fjsj0_sx44_178,sil
fjsj0_sx44_179,ih
fjsj0_sx44_180,ih
fjsj0_sx44_181,ih
fjsj0_sx44_182,ih
fjsj0_sx44_183,ih
fjsj0_sx44_184,ih
fjsj0_sx44_185,ih
fjsj0_sx44_186,ih
fjsj0_sx44_187,ih
fjsj0_sx44_188,ih
fjsj0_sx44_189,aw
fjsj0_sx44_190,ih
fjsj0_sx44_191,ih
fjsj0_sx44_192,ih
fjsj0_sx44_193,ih
fjsj0_sx44_194,ih
fjsj0_sx44_195,ih
fjsj0_sx44_196,ih
fjsj0_sx44_197,ih
fjsj0_sx44_198,r
fjsj0_sx44_199,ih
fjsj0_sx44_200,ih
fjsj0_sx44_201,er
fjsj0_sx44_202,sil
fjsj0_sx44_203,sil
fjsj0_sx44_204,sil
fjsj0_sx44_205,dh
fjsj0_sx44_206,ih
fjsj0_sx44_207,ih
fjsj0_sx44_208,sil
fjsj0_sx44_209,aw
fjsj0_sx44_210,ih
fjsj0_sx44_211,ih
fjsj0_sx44_212,aw
fjsj0_sx44_213,ih
fjsj0_sx44_214,ih
fjsj0_sx44_215,ih
fjsj0_sx44_216,sil
fjsj0_sx44_217,sil
fjsj0_sx44_218,sil
fjsj0_sx44_219,sil
fjsj0_sx44_220,sil
fjsj0_sx44_221,sil
fjsj0_sx44_222,sil
fjsj0_sx44_223,sil
fjsj0_sx44_224,sil
fjsj0_sx44_225,sil
fjsj0_sx44_226,sil
fjsj0_sx44_227,sil
fjsj0_sx44_228,sil
fjsj0_sx44_229,sil
fjsj0_sx44_230,sil
fjsj0_sx44_231,sil
fjsj0_sx44_232,sil
fjsj0_sx44_233,sil
fjsj0_sx44_234,sil
fjsj0_sx44_235,sil
fjsj0_sx44_236,sil
fjsj0_sx44_237,sil
fjsj0_sx44_238,sil
fjsj0_sx44_239,sil
fjsj0_sx44_240,sil
fjsj0_sx44_241,sil
fjsj0_sx44_242,sil
fjsj0_sx44_243,sil
fjsj0_sx44_244,sil
fjsj0_sx44_245,sil
fjsj0_sx44_246,sil
fjsj0_sx44_247,sil
fjsj0_sx44_248,sil
fjsj0_sx44_249,sil
fjsj0_sx44_250,sil
fjsj0_sx44_251,sil
fjsj0_sx44_252,sil
fjsj0_sx44_253,sil
fjsj0_sx44_254,sil
fjsj0_sx44_255,sil
fjsj0_sx44_256,sil
fjsj0_sx44_257,sil
fjsj0_sx44_258,sil
fjsj0_sx44_259,sil
fjsj0_sx44_260,sil
fjsj0_sx44_261,sil
fjsj0_sx44_262,sil
fjsj0_sx44_263,sil
fjsj0_sx44_264,sil
fjsj0_sx44_265,sil
fjsj0_sx44_266,sil
fjsj0_sx44_267,sil
fjsj0_sx44_268,sil
fjsj0_sx44_269,sil
fjsj0_sx44_270,sil
fjsj0_sx44_271,sil
fjsj0_sx44_272,sil
fjsj0_sx44_273,sil
fjsj0_sx44_274,sil
fjsj0_sx44_275,sil
fjsj0_sx44_276,sil
fjsj0_sx44_277,sil
fjsj0_sx44_278,sil
fjsj0_sx44_279,sil
fjsj0_sx44_280,sil
fjsj0_sx44_281,sil
fjsj0_sx44_282,sil
fkms0_si1490_1,sil
fkms0_si1490_2,sil
fkms0_si1490_3,sil
fkms0_si1490_4,sil
fkms0_si1490_5,sil
fkms0_si1490_6,sil
fkms0_si1490_7,sil
fkms0_si1490_8,sil
fkms0_si1490_9,sil
fkms0_si1490_10,sil
fkms0_si1490_11,sil
fkms0_si1490_12,sil
fkms0_si1490_13,ih
fkms0_si1490_14,ih
fkms0_si1490_15,ih
fkms0_si1490_16,ih
fkms0_si1490_17,ih
fkms0_si1490_18,aa
fkms0_si1490_19,ih
fkms0_si1490_20,s
fkms0_si1490_21,s
fkms0_si1490_22,s
fkms0_si1490_23,s
fkms0_si1490_24,s
fkms0_si1490_25,ih
fkms0_si1490_26,s
fkms0_si1490_27,s
fkms0_si1490_28,s
fkms0_si1490_29,ih
fkms0_si1490_30,ih
fkms0_si1490_31,ih
fkms0_si1490_32,ih
fkms0_si1490_33,ih
fkms0_si1490_34,ih
fkms0_si1490_35,sil
fkms0_si1490_36,sil
fkms0_si1490_37,sil
fkms0_si1490_38,sil
fkms0_si1490_39,ih
fkms0_si1490_40,ih
fkms0_si1490_41,ih
fkms0_si1490_42,s
fkms0_si1490_43,s
fkms0_si1490_44,s
fkms0_si1490_45,s
fkms0_si1490_46,s
fkms0_si1490_47,s
fkms0_si1490_48,s
fkms0_si1490_49,s
fkms0_si1490_50,ih
fkms0_si1490_51,ih
fkms0_si1490_52,ih
fkms0_si1490_53,ih
fkms0_si1490_54,aw
fkms0_si1490_55,ih
fkms0_si1490_56,w
fkms0_si1490_57,w
fkms0_si1490_58,w
fkms0_si1490_59,ih
fkms0_si1490_60,ih
fkms0_si1490_61,ih
fkms0_si1490_62,ih
fkms0_si1490_63,ih
fkms0_si1490_64,ih
fkms0_si1490_65,ih
fkms0_si1490_66,ih
fkms0_si1490_67,ih
fkms0_si1490_68,ih
fkms0_si1490_69,ih
fkms0_si1490_70,ih
fkms0_si1490_71,ih
fkms0_si1490_72,s
fkms0_si1490_73,s
fkms0_si1490_74,s
fkms0_si1490_75,s
fkms0_si1490_76,s
fkms0_si1490_77,s
fkms0_si1490_78,s
fkms0_si1490_79,s
fkms0_si1490_80,ih
fkms0_si1490_81,ih
fkms0_si1490_82,ih
fkms0_si1490_83,r
fkms0_si1490_84,r
fkms0_si1490_85,r
fkms0_si1490_86,r
fkms0_si1490_87,r
fkms0_si1490_88,r
fkms0_si1490_89,r
fkms0_si1490_90,ih
fkms0_si1490_91,ih
fkms0_si1490_92,ih
fkms0_si1490_93,ih
fkms0_si1490_94,aa
fkms0_si1490_95,ih
fkms0_si1490_96,ih
fkms0_si1490_97,ih
fkms0_si1490_98,ih
fkms0_si1490_99,ih
fkms0_si1490_100,ih
fkms0_si1490_101,ih
fkms0_si1490_102,ih
fkms0_si1490_103,ih
fkms0_si1490_104,ih
fkms0_si1490_105,sil
fkms0_si1490_106,sil
fkms0_si1490_107,sil
fkms0_si1490_108,ih
fkms0_si1490_109,ih
fkms0_si1490_110,ih
fkms0_si1490_111,ih
fkms0_si1490_112,sil
fkms0_si1490_113,ih
fkms0_si1490_114,ih
fkms0_si1490_115,sil
fkms0_si1490_116,sil
fkms0_si1490_117,aw
fkms0_si1490_118,sil
fkms0_si1490_119,sil
fkms0_si1490_120,sil
fkms0_si1490_121,sil
fkms0_si1490_122,sil
fkms0_si1490_123,sil
fkms0_si1490_124,sil
fkms0_si1490_125,sil
fkms0_si1490_126,sil
fkms0_si1490_127,sil
fkms0_si1490_128,sil
fkms0_si1490_129,sil
fkms0_si1490_130,sil
fkms0_si1490_131,sil
fkms0_si1490_132,sil
fkms0_si1490_133,sil
fkms0_si1490_134,sil
fkms0_si1490_135,sil
fkms0_si1490_136,sil
fkms0_si1490_137,sil
fkms0_si1490_138,sil
fkms0_si1490_139,sil
fkms0_si1490_140,sil
fkms0_si1490_141,sil
fkms0_si1490_142,sil
fkms0_si1490_143,sil
fkms0_si1490_144,ih
fkms0_si1490_145,ih
fkms0_si1490_146,aa
fkms0_si1490_147,ih
fkms0_si1490_148,aa
fkms0_si1490_149,aa
fkms0_si1490_150,s
fkms0_si1490_151,s
fkms0_si1490_152,s
fkms0_si1490_153,s
fkms0_si1490_154,s
fkms0_si1490_155,s
fkms0_si1490_156,s
fkms0_si1490_157,s
fkms0_si1490_158,s
fkms0_si1490_159,ih
fkms0_si1490_160,ih
fkms0_si1490_161,ih
fkms0_si1490_162,ih
fkms0_si1490_163,ih
fkms0_si1490_164,ih
fkms0_si1490_165,ih
fkms0_si1490_166,ih
fkms0_si1490_167,ih
fkms0_si1490_168,ih
fkms0_si1490_169,ih
fkms0_si1490_170,sil
fkms0_si1490_171,sil
fkms0_si1490_172,sil
fkms0_si1490_173,s
fkms0_si1490_174,ih
fkms0_si1490_175,ih
fkms0_si1490_176,s
fkms0_si1490_177,s
fkms0_si1490_178,s
fkms0_si1490_179,s
fkms0_si1490_180,s
fkms0_si1490_181,ih
fkms0_si1490_182,s
fkms0_si1490_183,s
fkms0_si1490_184,ih
fkms0_si1490_185,ih
fkms0_si1490_186,ih
fkms0_si1490_187,ih
fkms0_si1490_188,ih
fkms0_si1490_189,ih
fkms0_si1490_190,sil
fkms0_si1490_191,sil
fkms0_si1490_192,k
fkms0_si1490_193,w
fkms0_si1490_194,w
fkms0_si1490_195,ih
fkms0_si1490_196,ih
fkms0_si1490_197,ih
fkms0_si1490_198,ih
fkms0_si1490_199,ih
fkms0_si1490_200,ih
fkms0_si1490_201,ih
fkms0_si1490_202,s
fkms0_si1490_203,s
fkms0_si1490_204,s
fkms0_si1490_205,s
fkms0_si1490_206,s
fkms0_si1490_207,s
fkms0_si1490_208,s
fkms0_si1490_209,s
fkms0_si1490_210,sil
fkms0_si1490_211,sil
fkms0_si1490_212,sil
fkms0_si1490_213,ih
fkms0_si1490_214,ih
fkms0_si1490_215,ih
fkms0_si1490_216,ih
fkms0_si1490_217,ih
fkms0_si1490_218,ih
fkms0_si1490_219,ih
fkms0_si1490_220,ih
fkms0_si1490_221,ih
fkms0_si1490_222,ih
fkms0_si1490_223,ih
fkms0_si1490_224,ih
fkms0_si1490_225,ih
fkms0_si1490_226,ih
fkms0_si1490_227,ih
fkms0_si1490_228,ih
fkms0_si1490_229,ih
fkms0_si1490_230,s
fkms0_si1490_231,s
fkms0_si1490_232,s
fkms0_si1490_233,s
fkms0_si1490_234,s
fkms0_si1490_235,s
fkms0_si1490_236,s
fkms0_si1490_237,s
fkms0_si1490_238,s
fkms0_si1490_239,s
fkms0_si1490_240,s
fkms0_si1490_241,s
fkms0_si1490_242,s
fkms0_si1490_243,s
fkms0_si1490_244,s
fkms0_si1490_245,s
fkms0_si1490_246,s
fkms0_si1490_247,s
fkms0_si1490_248,s
fkms0_si1490_249,s
fkms0_si1490_250,sil
fkms0_si1490_251,sil
fkms0_si1490_252,ih
fkms0_si1490_253,ih
fkms0_si1490_254,ih
fkms0_si1490_255,ih
fkms0_si1490_256,sil
fkms0_si1490_257,sil
fkms0_si1490_258,ih
fkms0_si1490_259,ih
fkms0_si1490_260,ih
fkms0_si1490_261,aw
fkms0_si1490_262,sil
fkms0_si1490_263,aa
fkms0_si1490_264,sil
fkms0_si1490_265,sil
fkms0_si1490_266,sil
fkms0_si1490_267,sil
fkms0_si2120_1,sil
fkms0_si2120_2,sil
fkms0_si2120_3,sil
fkms0_si2120_4,sil
fkms0_si2120_5,sil
fkms0_si2120_6,sil
fkms0_si2120_7,sil
fkms0_si2120_8,sil
fkms0_si2120_9,sil
fkms0_si2120_10,sil
fkms0_si2120_11,sil
fkms0_si2120_12,sil
fkms0_si2120_13,ih
fkms0_si2120_14,ih
fkms0_si2120_15,ih
fkms0_si2120_16,ih
fkms0_si2120_17,ih
fkms0_si2120_18,ih
fkms0_si2120_19,ae
fkms0_si2120_20,ih
fkms0_si2120_21,ih
fkms0_si2120_22,ih
fkms0_si2120_23,ih
fkms0_si2120_24,ih
fkms0_si2120_25,ih
fkms0_si2120_26,ih
fkms0_si2120_27,ih
fkms0_si2120_28,ih
fkms0_si2120_29,ih
fkms0_si2120_30,ih
fkms0_si2120_31,ih
fkms0_si2120_32,sil
fkms0_si2120_33,sil
fkms0_si2120_34,sil
fkms0_si2120_35,sil
fkms0_si2120_36,sil
fkms0_si2120_37,ih
fkms0_si2120_38,k
fkms0_si2120_39,k
fkms0_si2120_40,ih
fkms0_si2120_41,ih
fkms0_si2120_42,s
fkms0_si2120_43,ih
fkms0_si2120_44,ih
fkms0_si2120_45,ih
fkms0_si2120_46,ih
fkms0_si2120_47,ih
fkms0_si2120_48,aw
fkms0_si2120_49,ih
fkms0_si2120_50,ih
fkms0_si2120_51,ih
fkms0_si2120_52,ih
fkms0_si2120_53,ih
fkms0_si2120_54,ih
fkms0_si2120_55,ih
fkms0_si2120_56,ih
fkms0_si2120_57,ih
fkms0_si2120_58,ih
fkms0_si2120_59,ih
fkms0_si2120_60,ih
fkms0_si2120_61,ih
fkms0_si2120_62,ih
fkms0_si2120_63,ih
fkms0_si2120_64,ih
fkms0_si2120_65,ih
fkms0_si2120_66,ih
fkms0_si2120_67,ih
fkms0_si2120_68,ih
fkms0_si2120_69,ih
fkms0_si2120_70,ih
fkms0_si2120_71,ih
fkms0_si2120_72,ih
fkms0_si2120_73,ih
fkms0_si2120_74,ih
fkms0_si2120_75,ih
fkms0_si2120_76,ih
fkms0_si2120_77,ih
fkms0_si2120_78,ih
fkms0_si2120_79,s
fkms0_si2120_80,s
fkms0_si2120_81,s
fkms0_si2120_82,s
fkms0_si2120_83,s
fkms0_si2120_84,s
fkms0_si2120_85,s
fkms0_si2120_86,s
fkms0_si2120_87,s
fkms0_si2120_88,s
fkms0_si2120_89,s
fkms0_si2120_90,sil
fkms0_si2120_91,sil
fkms0_si2120_92,s
fkms0_si2120_93,ih
